s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
14.3766809,6.2570943,2.2794857,1.9703322,-0.5345526,3.0000000,0.0000000
14.5763571,6.0698181,2.2115225,1.8692347,-0.4821813,3.0000000,0.0000000
14.7760332,5.8769833,2.1618447,1.7784006,-0.4289395,3.0000000,0.0000000
14.9757093,5.6798784,2.1287533,1.6974585,-0.3808407,3.0000000,0.0000000
15.1753854,5.4811537,2.1107710,1.6261109,-0.3364790,3.0000000,0.0000000
15.3750615,5.2816594,2.1061766,1.5628242,-0.2977262,3.0000000,0.0000000
15.5747377,5.0820503,2.1134833,1.5066220,-0.2659467,3.0000000,0.0000000
15.7744138,4.8833525,2.1313501,1.4565937,-0.2372811,3.0000000,0.0000000
15.9740899,4.6855964,2.1586367,1.4115582,-0.2135615,3.0000000,0.0000000
16.1737660,4.4894353,2.1942971,1.3709637,-0.1950320,3.0000000,0.0000000
16.3734422,4.2945161,2.2376201,1.3337998,-0.1787331,3.0000000,0.0000000
16.5731183,4.1015347,2.2878344,1.2989553,-0.1703614,3.0000000,0.0000000
16.7727944,3.9107710,2.3444200,1.2665630,-0.1516519,3.0000000,0.0000000
16.9724705,3.7200491,2.4073270,1.2387025,-0.1252831,3.0000000,0.0000000
17.1721467,3.5334794,2.4739329,1.2186348,-0.0784819,3.0000000,0.0000000
17.3718228,3.3457526,2.5442850,1.2075795,-0.0235187,3.0000000,0.0000000
17.5714989,3.1590447,2.6152092,1.2104238,0.0508554,3.0000000,0.0000000
17.7711750,2.9712400,2.6843733,1.2279544,0.1258630,3.0000000,0.0000000
17.9708512,2.7819536,2.7487153,1.2609206,0.2043617,3.0000000,0.0000000
18.1705273,2.5898528,2.8054640,1.3081259,0.2649206,3.0000000,0.0000000
18.3702034,2.3959086,2.8517202,1.3673973,0.3270713,3.0000000,0.0000000
18.5698795,2.1977625,2.8856629,1.4359232,0.3581320,3.0000000,0.0000000
18.7695557,1.9983038,2.9051686,1.5117555,0.3859966,3.0000000,0.0000000
18.9692318,1.7993453,2.9092268,1.5895883,0.4026328,3.0000000,0.0000000
19.1689079,1.5961842,2.8970804,1.6701292,0.3730516,3.0000000,0.0000000
19.3685840,1.3983514,2.8702738,1.7376873,0.2674967,3.0000000,0.0000000
19.5682602,1.2060985,2.8348550,1.7544798,-0.1267270,3.0000000,0.0000000
19.7679363,1.0149637,2.8036936,1.7112805,0.0731160,3.0000000,0.0000000
19.9676124,0.8177204,2.7666470,1.8249057,0.7867633,3.0000000,0.0000000
20.1672885,0.6300205,2.7011903,1.9919048,0.9092738,3.0000000,0.0000000
20.3669646,0.4559492,2.6029563,2.1751240,0.8803788,3.0000000,0.0000000
20.5666408,0.3002694,2.4735756,2.3538614,0.8806394,3.0000000,0.0000000
20.7663169,0.1717147,2.3219895,2.5198640,0.7984792,3.0000000,0.0000000
20.9659930,0.0682420,2.1506138,2.6749059,0.7329363,3.0000000,0.0000000
21.1656691,-0.0089025,1.9664486,2.8119270,0.6433459,3.0000000,0.0000000
21.3653453,-0.0617029,1.7735289,2.9358264,0.6062811,3.0000000,0.0000000
21.5650214,-0.0906340,1.5762286,3.0560292,0.6022608,3.0000000,0.0000000
21.7646975,-0.0956029,1.3757008,-3.1050218,0.6191637,3.0000000,0.0000000
21.9643736,-0.0757946,1.1773934,-2.9778917,0.6448610,3.0000000,0.0000000
22.1640498,-0.0306225,0.9822011,-2.8511448,0.6244001,3.0000000,0.0000000
22.3637259,0.0388334,0.7935278,-2.7284076,0.5726397,3.0000000,0.0000000
22.5634020,0.1272327,0.6180978,-2.6237617,0.4961178,3.0000000,0.0000000
